absence_id,employee_id,base_code,role,absence_type,start_date,end_date,days_absent,approved
ABS000271,EMP01495,MIA,Piloto Copiloto,Licencia Medica,2023-08-31,2023-09-11,11,1
ABS000272,EMP00954,GRU,Ground Staff,Licencia Medica,2023-08-13,2023-09-02,,1
ABS000273,EMP01486,GRU,Seguridad,Ausencia Injustificada,2023-07-23,,2,1
ABS000274,EMP01404,LIM,Ground,Licencia Medica,2024-02-09,2024-03-06,26,
ABS000275,EMP01074,MAD,Tripulante Cabina Senior,Licencia Medica,2024-07-24,2024-08-07,14,1
ABS000276,EMP01151,MIA,Agente Check-in,Ausencia Injustificada,2024-02-21,2024-03-01,9,1
ABS000277,EMP01002,EZE,Piloto Comandante,Accidente Laboral,2024-02-22,2024-02-29,7,1
ABS000278,EMP02000,GRU,Tripulante Cabina Senior,Accidente Laboral,2023-03-06,2023-03-13,7,1
ABS000279,EMP00579,BOG,Tripulante Cabina,Permiso Sin Goce,2022-04-03,2022-04-04,1,1
ABS000280,EMP01857,SCL,Tripulante Cabina Senior,Capacitacion,2023-07-24,2023-07-28,4,0
ABS000281,EMP01325,SCL,Supervisor Operaciones,Vacaciones,2023-07-03,2023-07-10,7,1
ABS000282,EMP00360,MIA,Tripulante Cabina,Licencia Medica,2023-01-04,2023-01-10,6,1
ABS000283,EMP00432,LIM,Ground Staff,Permiso Sin Goce,2024-01-13,2024-01-14,1,1
ABS000284,EMP01610,JFK,Administrativo,Vacaciones,2023-05-15,2023-06-04,20,1
ABS000285,EMP01713,EZE,Ground Staff,Vacaciones,2022-12-30,2023-01-08,9,1
ABS000286,EMP00257,SCL,Tripulante Cabina,Permiso Sin Goce,2024-01-25,2024-01-27,2,1
ABS000287,EMP01295,LIM,Tripulante Cabina,Vacaciones,2022-05-10,2022-05-30,20,1
ABS000288,EMP00088,MIA,Seguridad,Vacaciones,2023-07-13,2023-07-30,17,1
ABS000289,EMP01729,BOG,Tripulante Cabina,Accidente Laboral,2022-03-28,2022-04-04,7,1
ABS000290,EMP01225,GRU,Piloto Copiloto,Permiso Sin Goce,2024-04-14,2024-04-19,5,1
ABS000291,EMP01674,BOG,Tripulante Cabina,Vacaciones,2023-06-29,2023-07-15,16,1
ABS000292,EMP01109,BOG,Supervisor Operaciones,Licencia Medica,2024-10-25,2024-11-23,29,1
ABS000293,EMP01091,LIM,Supervisor Operaciones,Permiso Sin Goce,2022-04-25,2022-04-26,1,1
ABS000294,EMP01802,BOG,Tripulante Cabina,Licencia Medica,2023-07-29,2023-08-03,5,1
ABS000295,EMP00284,EZE,Agente Check-in,Vacaciones,2022-07-08,2022-07-29,,1
ABS000296,EMP01518,BOG,Ground Staff,Licencia Medica,2022-05-13,2022-06-09,27,0
ABS000297,EMP01313,GRU,Piloto Copiloto,Permiso Sin Goce,2022-01-22,2022-01-30,8,1
ABS000298,EMP00809,LIM,Piloto Comandante,Licencia Medica,2023-12-11,2024-01-03,23,0
ABS000299,EMP00208,GRU,Supervisor Operaciones,Licencia Medica,2023-07-20,2023-08-10,21,1
ABS000300,EMP00121,BOG,Ground Staff,Licencia Medica,2023-07-06,2023-07-13,7,1
ABS000301,EMP00504,GRU,Ground Staff,Capacitacion,2024-08-23,2024-08-26,3,1
ABS000302,EMP00297,GRU,Tripulante Cabina,Vacaciones,2022-01-03,2022-01-10,7,1
ABS000303,EMP01327,EZE,Tripulante Cabina Senior,Vacaciones,2022-05-06,2022-05-22,16,1
ABS000304,EMP01484,SCL,Tripulante Cabina Senior,Accidente Laboral,2022-05-08,2022-05-16,8,1
ABS000305,EMP00957,SCL,Tripulante Cabina,Accidente Laboral,2022-07-04,2022-07-07,3,1
ABS000306,EMP00612,LIM,Ground,Accidente Laboral,2024-01-28,2024-01-31,3,1
ABS000307,EMP01340,GRU,Piloto Copiloto,Permiso Sin Goce,2024-08-28,2024-09-06,9,1
ABS000308,EMP01358,LIM,Ground Staff,Capacitacion,2022-07-26,2022-07-31,5,1
ABS000309,EMP00203,LIM,Tripulante Cabina,Permiso Sin Goce,2023-02-05,2023-02-07,2,1
ABS000310,EMP01590,GRU,Agente Check-in,Licencia Medica,2023-05-21,2023-06-05,15,1
ABS000311,EMP00300,BOG,Agente Check-in,Licencia Medica,2023-01-11,2023-01-19,8,1
ABS000312,EMP00161,SCL,Tripulante Cabina,Vacaciones,2024-07-28,2024-08-05,8,1
ABS000313,EMP00099,BOG,Tecnico Mantencion,Licencia Medica,2023-01-30,2023-02-22,23,1
ABS000314,EMP01925,SCL,Tripulante Cabina,Licencia Medica,2022-10-01,2022-10-02,1,1
ABS000315,EMP01766,BOG,Tripulante Cabina,Permiso Sin Goce,2022-01-26,2022-02-01,6,1
ABS000316,EMP00445,MIA,Tripulante Cabina Senior,Vacaciones,2024-09-23,2024-10-05,,1
ABS000317,EMP00154,GRU,Tripulante Cabina,Licencia Medica,2022-01-25,2022-02-06,12,1
ABS000318,EMP00762,GRU,Tripulante Cabina,Permiso Sin Goce,2022-01-04,2022-01-10,6,1
ABS000319,EMP01532,SCL,Ground Staff,Permiso Sin Goce,2024-01-09,2024-01-11,2,1
ABS000320,EMP01252,MAD,Piloto Comandante,Vacaciones,2023-11-11,2023-11-18,7,1
ABS000321,EMP00301,MIA,Ground Staff,Licencia Medica,2024-02-06,2024-02-16,10,1
ABS000322,EMP01191,SCL,Seguridad,Capacitacion,2024-12-04,2024-12-05,1,0
ABS000323,EMP01594,MIA,Tripulante Cabina Senior,Vacaciones,2023-09-29,2023-10-17,18,1
ABS000324,EMP00874,MIA,Tripulante Cabina,Vacaciones,2024-01-27,2024-02-09,13,1
ABS000325,EMP00195,GRU,Tripulante Cabina,Vacaciones,2023-07-30,2023-08-18,19,1
ABS000326,EMP00796,SCL,Agente Check-in,Vacaciones,2023-07-04,2023-07-24,20,1
ABS000327,EMP01275,GRU,Administrativo,Licencia Medica,2022-07-02,2022-07-14,12,0
ABS000328,EMP01669,BOG,Administrativo,Vacaciones,2022-03-14,2022-03-27,13,1
ABS000329,EMP01686,LIM,Supervisor Operaciones,Vacaciones,2024-10-21,2024-11-01,11,1
ABS000330,EMP00219,GRU,Ground Staff,Licencia Medica,2023-08-10,2023-09-07,28,1
ABS000331,EMP00129,BOG,Agente Check-in,Permiso Sin Goce,2024-11-10,,5,1
ABS000332,EMP00867,BOG,Tripulante Cabina Senior,Licencia Medica,2023-08-16,2023-09-04,19,1
ABS000333,EMP00861,EZE,Piloto Copiloto,Vacaciones,2022-01-16,2022-01-31,15,1
ABS000334,EMP00465,MAD,Piloto Comandante,Licencia Medica,2024-01-02,2024-01-28,26,1
ABS000335,EMP00513,MIA,Tripulante Cabina,Licencia Medica,2024-10-18,2024-11-04,17,1
ABS000336,EMP00939,SCL,Tripulante Cabina Senior,Vacaciones,2023-05-16,2023-06-02,17,1
ABS000337,EMP01932,BOG,Agente Check-in,Licencia Medica,2024-09-20,2024-10-04,14,1
ABS000338,EMP00022,BOG,Administrativo,Vacaciones,2022-09-16,2022-09-25,9,1
ABS000339,EMP00437,BOG,Ground Staff,Vacaciones,2022-12-21,2023-01-09,19,1
ABS000340,EMP00259,GRU,Ground Staff,Vacaciones,2024-07-05,2024-07-15,10,1
ABS000341,EMP01868,GRU,Ground Staff,Permiso Sin Goce,2023-07-08,2023-07-10,2,1
ABS000342,EMP00290,SCL,Seguridad,Vacaciones,2023-07-21,2023-08-08,18,0
ABS000343,EMP01252,GRU,Agente Check-in,Ausencia Injustificada,2023-08-18,2023-08-19,,1
ABS000344,EMP00394,MIA,Tripulante Cabina,Vacaciones,2022-04-13,2022-04-30,17,0
ABS000345,EMP00588,GRU,Tripulante Cabina,Permiso Sin Goce,2024-10-02,2024-10-05,3,
ABS000346,EMP00428,GRU,Agente Check-in,Permiso Sin Goce,2024-05-19,2024-05-22,3,0
ABS000347,EMP00931,BOG,Tripulante Cabina Senior,Vacaciones,2024-12-07,2024-12-14,7,1
ABS000348,EMP01924,LIM,Piloto Copiloto,Capacitacion,2024-02-28,2024-03-02,3,
ABS000349,EMP00535,LIM,Agente Check-in,Permiso Sin Goce,2022-04-21,2022-04-29,8,1
ABS000350,EMP00319,MIA,Ground Staff,Vacaciones,2023-07-01,2023-07-08,7,1
ABS000351,EMP00874,GRU,Piloto Comandante,Licencia Medica,2023-08-17,2023-09-14,28,1
ABS000352,EMP01541,GRU,Piloto Copiloto,Vacaciones,2023-01-03,2023-01-14,11,1
ABS000353,EMP01112,EZE,Tripulante Cabina,Licencia Medica,2023-09-04,2023-09-26,22,
ABS000354,EMP00487,MIA,Tecnico Mantencion,Licencia Medica,2023-08-11,2023-08-13,2,
ABS000355,EMP00376,GRU,Ground Staff,Capacitacion,2023-07-29,2023-08-01,3,0
ABS000356,EMP00308,EZE,Agente Check-in,Vacaciones,2024-06-11,2024-06-29,18,1
ABS000357,EMP01936,MIA,Agente Check-in,Permiso Sin Goce,2023-05-08,2023-05-17,9,1
ABS000358,EMP01643,SCL,Tecnico Mantencion,Ausencia Injustificada,2024-02-25,2024-02-29,4,1
ABS000359,EMP01706,SCL,Agente Check-in,Vacaciones,2023-08-12,2023-08-29,17,0
ABS000360,EMP01045,SCL,Supervisor Operaciones,Licencia Medica,2023-01-17,2023-01-20,3,1
ABS000361,EMP00565,LIM,Tripulante Cabina,Vacaciones,2024-11-21,,,
ABS000362,EMP01926,SCL,Piloto Comandante,Capacitacion,2023-11-22,2023-11-23,1,1
ABS000363,EMP01970,LIM,Ground Staff,Vacaciones,2022-04-04,2022-04-15,11,1
ABS000364,EMP00117,SCL,Ground Staff,Vacaciones,2022-10-21,,14,1
ABS000365,EMP01946,EZE,Piloto Comandante,Ausencia Injustificada,2023-09-02,2023-09-07,5,1
ABS000366,EMP00355,SCL,Tecnico Mantencion,Capacitacion,2022-11-21,2022-11-25,4,1
ABS000367,EMP00947,MIA,Tecnico Mantencion,Licencia Medica,2022-01-04,2022-01-12,8,1
ABS000368,EMP01239,EZE,Tripulante Cabina,Ausencia Injustificada,2022-07-23,,3,1
ABS000369,EMP00720,SCL,Piloto Comandante,Capacitacion,2022-07-02,2022-07-04,2,1
ABS000370,EMP00478,LIM,Tripulante Cabina Senior,Licencia Medica,2024-06-11,2024-06-12,1,1
ABS000371,EMP01609,MIA,Ground Staff,Permiso Sin Goce,2023-10-13,2023-10-16,3,1
ABS000372,EMP00722,MAD,Tripulante Cabina Senior,Capacitacion,2023-11-27,2023-12-02,5,1
ABS000373,EMP01610,BOG,Ground Staff,Capacitacion,2023-01-19,2023-01-21,2,1
ABS000374,EMP00513,LIM,Tripulante Cabina Senior,Licencia Medica,2023-04-05,2023-04-17,12,1
ABS000375,EMP00805,EZE,Piloto Copiloto,Licencia Medica,2024-01-08,2024-01-20,12,1
ABS000376,EMP01962,LIM,Tripulante Cabina,Vacaciones,2024-11-11,2024-11-25,14,1
ABS000377,EMP01883,LIM,Supervisor Operaciones,Accidente Laboral,2023-06-13,2023-06-17,4,0
ABS000378,EMP00318,MIA,Tecnico Mantencion,Licencia Medica,2023-04-12,2023-04-20,8,1
ABS000379,EMP00133,SCL,Tripulante Cabina Senior,Accidente Laboral,2024-08-25,2024-08-28,3,1
ABS000380,EMP01852,GRU,Supervisor Operaciones,Permiso Sin Goce,2024-07-26,2024-08-05,10,1
ABS000381,EMP00382,GRU,Piloto Comandante,Capacitacion,2023-01-10,2023-01-11,1,1
ABS000382,EMP00221,SCL,Administrativo,Licencia Medica,2024-03-20,2024-04-09,20,1
ABS000383,EMP01430,MIA,Tripulante Cabina,Licencia Medica,2022-06-29,2022-07-18,19,1
ABS000384,EMP01334,GRU,Supervisor Operaciones,Ausencia Injustificada,2024-08-25,2024-09-03,9,1
ABS000385,EMP01293,MIA,Tripulante Cabina,Vacaciones,2022-02-10,2022-02-28,18,1
ABS000386,EMP01298,MIA,Tripulante Cabina,Licencia Medica,2024-03-27,2024-04-08,12,1
ABS000387,EMP00101,JFK,Tripulante Cabina,Permiso Sin Goce,2023-12-13,2023-12-21,8,1
ABS000388,EMP00216,SCL,Tecnico Mantencion,Vacaciones,2022-05-16,2022-05-26,10,1
ABS000389,EMP01257,MAD,Tripulante Cabina Senior,Accidente Laboral,2022-07-22,2022-07-24,2,1
ABS000390,EMP00935,MIA,Piloto Comandante,Licencia Medica,2022-01-13,,16,1
ABS000391,EMP00681,LIM,Ground Staff,Vacaciones,2022-04-03,2022-04-12,9,1
ABS000392,EMP01460,SCL,Agente Check-in,Vacaciones,2022-07-25,2022-08-14,20,1
ABS000393,EMP01636,BOG,Piloto Copiloto,Vacaciones,2023-07-27,2023-08-15,19,0
ABS000394,EMP01251,BOG,Tripulante Cabina Senior,Vacaciones,2022-05-12,2022-05-26,14,1
ABS000395,EMP01867,MIA,Tecnico Mantencion,Licencia Medica,2023-07-08,2023-07-17,9,1
ABS000396,EMP01349,SCL,Tecnico Mantencion,Permiso Sin Goce,2024-12-11,2024-12-12,1,1
ABS000397,EMP00431,GRU,Tripulante Cabina,Licencia Medica,2022-03-14,2022-04-07,24,1
ABS000398,EMP00301,JFK,Piloto Copiloto,Accidente Laboral,2022-11-16,2022-11-24,8,1
ABS000399,EMP00362,GRU,Supervisor Operaciones,Capacitacion,2023-04-05,2023-04-06,1,1
ABS000400,EMP01696,BOG,Tripulante Cabina Senior,Licencia Medica,2024-03-25,2024-04-10,16,
ABS000401,EMP00058,EZE,Tripulante Cabina,Capacitacion,2024-07-30,2024-08-03,4,0
ABS000402,EMP01810,EZE,Ground Staff,Ausencia Injustificada,2024-10-15,2024-10-17,2,1
ABS000403,EMP00756,GRU,Tecnico Mantencion,Vacaciones,2022-06-04,2022-06-13,9,1
ABS000404,EMP01605,SCL,Tripulante Cabina Senior,Licencia Medica,2024-07-18,,25,1
ABS000405,EMP01774,SCL,Ground Staff,Vacaciones,2022-01-09,2022-01-29,20,1
ABS000406,EMP00073,MIA,Agente Check-in,Licencia Medica,2023-07-27,2023-08-08,12,1
ABS000407,EMP00566,JFK,Agente Check-in,Capacitacion,2023-09-20,2023-09-25,5,1
ABS000408,EMP01537,GRU,Piloto Copiloto,Permiso Sin Goce,2024-02-11,2024-02-13,2,1
ABS000409,EMP00692,LIM,Tripulante Cabina Senior,Vacaciones,2024-01-13,2024-02-03,21,1
ABS000410,EMP01060,GRU,Tripulante Cabina Senior,Vacaciones,2023-06-05,2023-06-15,10,1
ABS000411,EMP01466,SCL,Tripulante Cabina,Vacaciones,2024-01-11,2024-01-26,15,1
ABS000412,EMP00120,GRU,Ground Staff,Vacaciones,2023-07-15,2023-08-04,20,1
ABS000413,EMP00057,MAD,Ground Staff,Licencia Medica,2022-07-13,2022-08-08,,1
ABS000414,EMP01142,JFK,Piloto Comandante,Permiso Sin Goce,2023-06-05,2023-06-06,1,1
ABS000415,EMP00168,SCL,Supervisor Operaciones,Capacitacion,2022-07-12,2022-07-13,1,1
ABS000416,EMP00458,SCL,Piloto Comandante,Licencia Medica,2023-07-08,2023-07-27,19,1
ABS000417,EMP01829,GRU,Agente Check-in,Licencia Medica,2024-07-23,2024-07-30,7,1
ABS000418,EMP00520,SCL,Ground Staff,Permiso Sin Goce,2022-11-09,2022-11-12,3,1
ABS000419,EMP00375,SCL,Piloto Comandante,Permiso Sin Goce,2024-11-19,2024-11-21,2,1
ABS000420,EMP00216,SCL,Supervisor Operaciones,Permiso Sin Goce,2023-10-02,2023-10-04,2,1
ABS000421,EMP00838,BOG,Seguridad,Licencia Medica,2023-01-04,2023-01-07,3,1
ABS000422,EMP01592,BOG,Supervisor Operaciones,Vacaciones,2024-02-02,2024-02-11,9,1
ABS000423,EMP00400,GRU,Tripulante Cabina,Licencia Medica,2022-05-31,2022-06-30,30,1
ABS000424,EMP01296,SCL,Piloto Copiloto,Vacaciones,2023-12-17,2024-01-07,21,1
ABS000425,EMP01769,SCL,Agente Check-in,Licencia Medica,2023-01-05,2023-01-13,8,1
ABS000426,EMP01099,JFK,Ground Staff,Licencia Medica,2024-10-07,2024-10-14,7,1
ABS000427,EMP00924,GRU,Piloto Copiloto,Capacitacion,2023-02-20,2023-02-23,3,1
ABS000428,EMP01866,BOG,Ground Staff,Licencia Medica,2022-10-09,2022-10-25,16,0
ABS000429,EMP01772,GRU,Tripulante Cabina,Vacaciones,2024-10-02,2024-10-12,10,1
ABS000430,EMP01742,SCL,Tecnico Mantencion,Licencia Medica,2023-12-22,2023-12-28,6,1
ABS000431,EMP00333,LIM,Tripulante Cabina,Vacaciones,2022-02-07,2022-02-16,9,
ABS000432,EMP00750,BOG,Tripulante Cabina,Permiso Sin Goce,2023-10-14,2023-10-24,10,1
ABS000433,EMP00269,LIM,Tripulante Cabina Senior,Capacitacion,2023-07-10,2023-07-15,5,1
ABS000434,EMP00864,GRU,Piloto Copiloto,Permiso Sin Goce,2024-01-14,2024-01-21,7,1
ABS000435,EMP01366,LIM,Piloto Copiloto,Vacaciones,2022-07-08,2022-07-16,8,1
ABS000436,EMP00353,LIM,Tecnico Mantencion,Permiso Sin Goce,2023-06-08,2023-06-18,10,1
ABS000437,EMP01357,BOG,Tripulante Cabina,Licencia Medica,2024-07-23,2024-07-28,5,1
ABS000438,EMP00515,MAD,Agente Check-in,Licencia Medica,2024-01-30,2024-02-03,4,1
ABS000439,EMP00936,SCL,Piloto Comandante,Capacitacion,2022-09-21,2022-09-26,5,1
ABS000440,EMP00322,BOG,Tripulante Cabina,Vacaciones,2023-02-06,2023-02-19,13,1
ABS000441,EMP00124,LIM,Supervisor Operaciones,Vacaciones,2023-01-16,2023-01-29,13,1
ABS000442,EMP00787,SCL,Ground Staff,Permiso Sin Goce,2022-12-16,2022-12-23,,1
ABS000443,EMP00707,SCL,Tripulante Cabina Senior,Permiso Sin Goce,2022-07-02,2022-07-09,7,1
ABS000444,EMP01021,GRU,Tecnico Mantencion,Permiso Sin Goce,2024-02-25,2024-03-02,6,1
ABS000445,EMP01838,MIA,Supervisor Operaciones,Vacaciones,2022-02-23,2022-03-11,16,1
ABS000446,EMP01862,EZE,Tripulante Cabina,Vacaciones,2022-10-05,2022-10-22,17,1
ABS000447,EMP01424,EZE,Agente Check-in,Licencia Medica,2022-07-29,2022-07-31,2,1
ABS000448,EMP01945,SCL,Ground Staff,Ausencia Injustificada,2023-10-24,2023-10-28,,
ABS000449,EMP01405,LIM,Tripulante Cabina,Licencia Medica,2022-01-31,2022-02-27,27,1
ABS000450,EMP01241,GRU,Agente Check-in,Permiso Sin Goce,2022-08-01,2022-08-09,8,1
ABS000451,EMP01330,BOG,Piloto Copiloto,Licencia Medica,2023-06-21,2023-07-09,18,0
ABS000452,EMP01137,SCL,Tripulante Cabina Senior,Licencia Medica,2023-07-30,2023-08-12,13,1
ABS000453,EMP01130,SCL,Agente Check-in,Vacaciones,2023-01-21,2023-01-28,7,1
ABS000454,EMP01466,GRU,Piloto Comandante,Vacaciones,2022-01-24,2022-02-03,10,1
ABS000455,EMP00914,LIM,Agente Check-in,Permiso Sin Goce,2023-04-29,2023-05-09,10,0
ABS000456,EMP00120,GRU,Supervisor Operaciones,Licencia Medica,2022-04-01,2022-04-12,11,1
ABS000457,EMP01608,GRU,Ground Staff,Permiso Sin Goce,2024-07-21,2024-07-27,6,1
ABS000458,EMP01246,SCL,Tripulante Cabina Senior,Licencia Medica,2022-12-02,2022-12-28,26,1
ABS000459,EMP00736,MIA,Tripulante Cabina Senior,Vacaciones,2024-04-02,2024-04-16,14,1
ABS000460,EMP01976,LIM,Tripulante Cabina,Licencia Medica,2024-05-21,2024-05-29,8,1
ABS000461,EMP00504,SCL,Tripulante Cabina,Licencia Medica,2024-01-17,2024-01-29,12,0
ABS000462,EMP00771,GRU,Piloto Comandante,Vacaciones,2022-07-31,2022-08-13,13,1
ABS000463,EMP00515,GRU,Piloto Copiloto,Capacitacion,2022-03-08,2022-03-13,5,1
ABS000464,EMP00904,SCL,Tripulante Cabina Senior,Licencia Medica,2024-02-19,2024-03-16,26,1
ABS000465,EMP00824,LIM,Piloto Copiloto,Vacaciones,2023-11-06,2023-11-17,11,1
ABS000466,EMP00378,BOG,Administrativo,Vacaciones,2024-01-09,2024-01-20,11,1
ABS000467,EMP00253,MAD,Tripulante Cabina,Licencia Medica,2022-02-28,,10,1
ABS000468,EMP01530,GRU,Piloto Copiloto,Vacaciones,2022-05-22,2022-06-11,20,1
ABS000469,EMP01389,LIM,Piloto Copiloto,Capacitacion,2023-01-09,2023-01-13,4,1
ABS000470,EMP00695,GRU,Ground Staff,Licencia Medica,2022-01-06,2022-02-02,27,1
ABS000471,EMP01961,MAD,Supervisor Operaciones,Licencia Medica,2023-07-01,2023-07-24,23,1
ABS000472,EMP00154,GRU,Tecnico Mantencion,Licencia Medica,2022-12-26,2023-01-09,14,1
ABS000473,EMP00137,GRU,Piloto Comandante,Licencia Medica,2024-02-01,2024-02-09,8,1
ABS000474,EMP01149,EZE,Tecnico Mantencion,Permiso Sin Goce,2024-11-26,2024-12-02,6,1
ABS000475,EMP01410,GRU,Agente Check-in,Capacitacion,2024-04-22,2024-04-25,3,1
ABS000476,EMP00079,EZE,Tripulante Cabina,Vacaciones,2024-07-20,2024-07-30,10,1
ABS000477,EMP01298,EZE,Tecnico Mantencion,Vacaciones,2022-08-12,2022-08-23,11,0
ABS000478,EMP00521,SCL,Supervisor Operaciones,Accidente Laboral,2022-04-15,2022-04-25,10,1
ABS000479,EMP00753,SCL,Tripulante Cabina,Permiso Sin Goce,2023-07-06,2023-07-14,8,1
ABS000480,EMP00836,GRU,Tripulante Cabina Senior,Vacaciones,2022-01-01,2022-01-17,16,1
ABS000481,EMP01961,BOG,Ground Staff,Licencia Medica,2022-10-03,2022-10-24,21,1
ABS000482,EMP01959,BOG,Tripulante Cabina Senior,Vacaciones,2024-11-13,2024-11-23,10,1
ABS000483,EMP01197,BOG,Piloto Comandante,Capacitacion,2023-04-01,2023-04-02,1,1
ABS000484,EMP00526,EZE,Piloto Copiloto,Vacaciones,2024-07-17,,12,1
ABS000485,EMP00740,EZE,Ground Staff,Licencia Medica,2023-08-30,2023-09-04,5,1
ABS000486,EMP00233,BOG,Tripulante Cabina,Vacaciones,2024-07-25,2024-08-07,13,1
ABS000487,EMP00465,MIA,Supervisor Operaciones,Licencia Medica,2024-01-18,2024-02-11,24,1
ABS000488,EMP01448,EZE,Ground Staff,Licencia Medica,2023-11-10,2023-11-15,5,1
ABS000489,EMP00755,MIA,Tripulante Cabina Senior,Permiso Sin Goce,2022-09-04,2022-09-05,1,1
ABS000490,EMP01480,EZE,Ground Staff,Capacitacion,2024-09-14,2024-09-16,2,0
ABS000491,EMP01012,MIA,Supervisor Operaciones,Permiso Sin Goce,2022-07-11,,8,1
ABS000492,EMP00094,LIM,Tripulante Cabina,Licencia Medica,2022-09-09,2022-09-29,20,1
ABS000493,EMP00674,SCL,Tripulante Cabina,Licencia Medica,2022-03-28,2022-04-12,15,1
ABS000494,EMP01718,LIM,Seguridad,Vacaciones,2023-07-04,2023-07-13,9,1
ABS000495,EMP01290,MIA,Ground Staff,Licencia Medica,2023-01-26,2023-02-06,11,1
ABS000496,EMP00376,LIM,Tripulante Cabina Senior,Vacaciones,2024-04-27,2024-05-07,10,0
ABS000497,EMP01291,MIA,Tripulante Cabina,Capacitacion,2024-07-01,2024-07-02,1,
ABS000498,EMP00698,SCL,Piloto Copiloto,Vacaciones,2024-08-21,2024-09-08,18,1
ABS000499,EMP00655,LIM,Tripulante Cabina,Permiso Sin Goce,2024-01-01,2024-01-07,6,1
ABS000500,EMP01711,MIA,Tecnico Mantencion,Vacaciones,2023-04-06,2023-04-23,17,0
ABS000501,EMP00250,LIM,Tripulante Cabina Senior,Accidente Laboral,2023-08-04,2023-08-09,5,1
ABS000502,EMP00556,LIM,Tripulante Cabina Senior,Licencia Medica,2023-01-05,2023-01-30,25,1
ABS000503,EMP01644,JFK,Tecnico Mantencion,Capacitacion,2024-01-03,2024-01-08,5,1
ABS000504,EMP00829,LIM,Tripulante Cabina,Licencia Medica,2022-01-28,2022-02-01,4,1
ABS000505,EMP01248,EZE,Ground Staff,Vacaciones,2022-07-14,2022-08-04,21,1
ABS000506,EMP01332,SCL,Ground Staff,Permiso Sin Goce,2022-04-10,2022-04-18,8,1
ABS000507,EMP01219,LIM,Ground Staff,Permiso Sin Goce,2022-07-27,2022-07-30,3,1
ABS000508,EMP01620,EZE,Ground Staff,Licencia Medica,2024-07-20,2024-07-28,8,1
ABS000509,EMP01934,BOG,Agente Check-in,Licencia Medica,2024-07-30,2024-08-09,10,1
ABS000510,EMP01483,LIM,Ground Staff,Licencia Medica,2022-12-02,2022-12-07,5,1
ABS000511,EMP00025,MIA,Seguridad,Licencia Medica,2024-02-04,2024-02-06,2,1
ABS000512,EMP00715,GRU,Tripulante Cabina,Permiso Sin Goce,2022-07-28,2022-08-03,6,1
ABS000513,EMP00984,MIA,Agente Check-in,Permiso Sin Goce,2022-05-23,2022-05-25,2,
ABS000514,EMP00233,BOG,Agente Check-in,Capacitacion,2023-08-16,2023-08-20,,1
ABS000515,EMP00985,MIA,Tripulante Cabina Senior,Permiso Sin Goce,2023-01-12,2023-01-13,1,1
ABS000516,EMP00911,MIA,Supervisor Operaciones,Capacitacion,2024-01-09,2024-01-13,4,1
ABS000517,EMP01580,SCL,Tecnico Mantencion,Licencia Medica,2024-11-24,2024-12-23,29,
ABS000518,EMP01675,SCL,Tripulante Cabina,Licencia Medica,2024-08-09,2024-08-14,5,1
ABS000519,EMP00428,SCL,Tripulante Cabina,Vacaciones,2024-05-26,2024-06-02,7,0
ABS000520,EMP00888,MIA,Tecnico Mantencion,Licencia Medica,2024-02-06,2024-02-12,6,1
ABS000521,EMP00499,MIA,Piloto Copiloto,Licencia Medica,2022-10-05,2022-10-15,10,1
ABS000522,EMP00243,BOG,Administrativo,Licencia Medica,2023-12-11,2024-01-07,27,1
ABS000523,EMP01405,GRU,Tripulante Cabina,Permiso Sin Goce,2022-12-16,2022-12-20,4,1
ABS000524,EMP00195,GRU,Piloto Comandante,Vacaciones,2024-03-29,2024-04-13,15,1
ABS000525,EMP00270,LIM,Piloto Comandante,Vacaciones,2023-01-04,2023-01-16,12,0
ABS000526,EMP01521,LIM,Tripulante Cabina Senior,Accidente Laboral,2024-01-27,2024-02-04,8,1
ABS000527,EMP00933,BOG,Tripulante Cabina Senior,Vacaciones,2024-07-05,,18,1
ABS000528,EMP01914,JFK,Piloto Copiloto,Vacaciones,2022-05-31,2022-06-18,18,1
ABS000529,EMP00747,SCL,Tecnico Mantencion,Vacaciones,2022-01-24,2022-01-31,7,1
ABS000530,EMP00426,LIM,Ground Staff,Capacitacion,2024-12-18,2024-12-19,1,1
ABS000531,EMP01862,SCL,Tripulante Cabina,Licencia Medica,2022-01-12,2022-01-14,2,
ABS000532,EMP00327,SCL,Piloto Copiloto,Permiso Sin Goce,2022-07-19,2022-07-29,10,1
ABS000533,EMP00246,LIM,Tripulante Cabina,Vacaciones,2023-10-25,2023-11-07,13,1
ABS000534,EMP00975,GRU,Agente Check-in,Vacaciones,2024-01-29,2024-02-17,19,1
ABS000535,EMP01159,JFK,Agente Check-in,Permiso Sin Goce,2022-05-25,2022-05-29,4,1
ABS000536,EMP00338,LIM,Ground Staff,Vacaciones,2022-05-12,2022-05-22,10,1
ABS000537,EMP01624,GRU,Agente Check-in,Ausencia Injustificada,2024-11-29,2024-12-02,3,1
ABS000538,EMP01788,MIA,Piloto Copiloto,Ausencia Injustificada,2024-09-14,2024-09-16,2,
ABS000539,EMP00644,BOG,Supervisor Operaciones,Vacaciones,2022-08-07,2022-08-20,,1
ABS000540,EMP01507,SCL,Agente Check-in,Licencia Medica,2023-02-02,2023-02-18,16,1
ABS000541,EMP00382,MIA,Supervisor Operaciones,Permiso Sin Goce,2022-11-06,2022-11-13,7,1
