attrition_id,employee_id,base_code,role,category,exit_date,reason,seniority_years,contract_type,was_replaced
ATT000978,EMP00731,BOG,Supervisor Operaciones,Tierra,2024-04-04,Despido,4,Honorarios,1
ATT000979,EMP01836,SCL,Tecnico Mantencion,Tierra,2022-10-14,Traslado Base,0,Indefinido,0
ATT000980,EMP01052,MIA,Supervisor Operaciones,Tierra,2022-07-01,Renuncia Voluntaria,9,Indefinido,0
ATT000981,EMP00930,BOG,Tripulante Cabina,Cabina,2024-03-27,Renuncia Voluntaria,10,Indefinido,0
ATT000982,EMP01311,SCL,Tripulante Cabina,Cabina,2023-12-26,Renuncia Voluntaria,1,Indefinido,1
ATT000983,EMP00597,LIM,Tripulante Cabina,Cabina,2024-04-14,Traslado Base,8,Indefinido,0
ATT000984,EMP00563,SCL,Tripulante Cabina,Cabina,2023-03-29,Despido,1,Honorarios,1
ATT000985,EMP00042,BOG,Tripulante Cabina Senior,Cabina,2023-12-03,Termino Contrato,0,Plazo Fijo,1
ATT000986,EMP01604,LIM,Administrativo,Admin,2024-05-30,Renuncia Voluntaria,,Plazo Fijo,1
ATT000987,EMP00386,EZE,Piloto Copiloto,Cockpit,2023-11-20,Jubilacion,3,Indefinido,0
ATT000988,EMP01919,MIA,Agente Check-in,Tierra,2024-01-05,Despido,0,Indefinido,0
ATT000989,EMP00233,MAD,Tripulante Cabina,Cabina,2024-04-17,Renuncia Voluntaria,7,Indefinido,1
ATT000990,EMP00338,BOG,Ground Staff,Tierra,2022-07-07,Renuncia Voluntaria,3,Indefinido,1
ATT000991,EMP01552,GRU,Tripulante Cabina Senior,Cabina,2022-12-19,Termino Contrato,3,Indefinido,1
ATT000992,EMP00231,MIA,Tripulante Cabina,Cabina,2023-01-16,Termino Contrato,15,Part-time,0
ATT000993,EMP00969,MAD,Ground Staff,Tierra,2023-08-10,Renuncia Voluntaria,14,Indefinido,0
ATT000994,EMP01255,GRU,Seguridad,Tierra,2024-02-18,Despido,14,Indefinido,1
ATT000995,EMP00753,LIM,Piloto Comandante,Cockpit,2022-04-10,Jubilacion,11,Indefinido,1
ATT000996,EMP00762,GRU,Piloto Comandante,Cockpit,2022-10-31,Despido,11,Indefinido,1
ATT000997,EMP01796,BOG,Piloto Comandante,Cockpit,2024-06-12,Despido,5,Part-time,1
ATT000998,EMP01126,BOG,Tripulante Cabina,Cabina,2022-06-29,Renuncia Voluntaria,14,Indefinido,1
ATT000999,EMP01502,SCL,Tripulante Cabina Senior,Cabina,2024-10-09,Termino Contrato,,Part-time,1
ATT001000,EMP01270,SCL,Ground Staff,Tierra,2023-10-01,Termino Contrato,1,Indefinido,1
ATT001001,EMP00648,BOG,Piloto Copiloto,Cockpit,2023-01-05,Termino Contrato,12,Indefinido,1
ATT001002,EMP01525,SCL,Tripulante Cabina,Cabina,2024-12-23,Renuncia Voluntaria,9,Honorarios,1
ATT001003,EMP01749,GRU,Agente Check-in,Tierra,2024-07-20,Renuncia Voluntaria,5,Indefinido,1
ATT001004,EMP01275,BOG,Tripulante Cabina Senior,Cabina,2023-07-19,Despido,0,Plazo Fijo,1
ATT001005,EMP01175,MIA,Supervisor Operaciones,Tierra,2023-07-30,Renuncia Voluntaria,12,Indefinido,1
ATT001006,EMP01471,EZE,Supervisor Operaciones,Tierra,2023-11-25,Traslado Base,12,Indefinido,0
ATT001007,EMP00925,BOG,Agente Check-in,Tierra,2024-01-18,Renuncia Voluntaria,5,Indefinido,1
ATT001008,EMP00147,GRU,Supervisor Operaciones,Tierra,2024-01-12,Renuncia Voluntaria,7,Part-time,1
ATT001009,EMP00089,SCL,Tripulante Cabina Senior,Cabina,2024-02-10,Termino Contrato,5,Indefinido,
ATT001010,EMP00707,SCL,Tripulante Cabina Senior,Cabina,2024-12-26,Jubilacion,7,Indefinido,1
ATT001011,EMP01113,BOG,Ground Staff,Tierra,2022-01-22,Termino Contrato,12,Part-time,1
ATT001012,EMP01353,BOG,Agente Check-in,Tierra,2023-01-11,Traslado Base,5,Plazo Fijo,1
ATT001013,EMP00247,GRU,Ground Staff,Tierra,2024-05-25,Renuncia Voluntaria,11,Indefinido,1
ATT001014,EMP00190,SCL,Agente Check-in,Tierra,2023-09-12,Renuncia Voluntaria,1,Indefinido,1
ATT001015,EMP01683,BOG,Ground Staff,Tierra,2022-01-25,Renuncia Voluntaria,3,Indefinido,1
ATT001016,EMP00167,SCL,Supervisor Operaciones,Tierra,2023-06-08,Termino Contrato,6,Honorarios,1
ATT001017,EMP01661,GRU,Piloto Copiloto,Cockpit,2022-07-08,Termino Contrato,8,Plazo Fijo,1
ATT001018,EMP01451,SCL,Agente Check-in,Tierra,2022-07-25,Renuncia Voluntaria,1,Indefinido,0
ATT001019,EMP00144,BOG,Tripulante Cabina Senior,Cabina,2023-05-20,Renuncia Voluntaria,0,Indefinido,1
ATT001020,EMP00720,SCL,Supervisor Operaciones,Tierra,2022-05-22,Renuncia Voluntaria,6,Plazo Fijo,1
ATT001021,EMP01759,LIM,Tripulante Cabina,Cabina,2023-01-08,Termino Contrato,6,Indefinido,0
ATT001022,EMP01493,BOG,Tripulante Cabina Senior,Cabina,2023-10-25,Termino Contrato,13,Plazo Fijo,1
ATT001023,EMP00178,MIA,Ground Staff,Tierra,2024-01-22,Despido,14,Part-time,1
ATT001024,EMP00486,EZE,Tripulante Cabina Senior,Cabina,2022-11-30,Termino Contrato,0,Part-time,1
ATT001025,EMP01331,GRU,Tecnico Mantencion,Tierra,2024-09-10,Termino Contrato,10,Indefinido,
ATT001026,EMP00423,EZE,Tripulante Cabina Senior,Cabina,2022-10-26,Renuncia Voluntaria,12,Indefinido,1
ATT001027,EMP01170,MIA,Tripulante Cabina Senior,Cabina,2023-06-05,Renuncia Voluntaria,13,Indefinido,0
ATT001028,EMP01307,MAD,Piloto Copiloto,Cockpit,2024-01-01,Renuncia Voluntaria,12,Plazo Fijo,1
ATT001029,EMP00007,SCL,Tripulante Cabina Senior,Cabina,2022-01-24,Jubilacion,11,Indefinido,1
ATT001030,EMP01697,MIA,Ground Staff,Tierra,2023-12-08,Termino Contrato,5,Indefinido,0
ATT001031,EMP00821,BOG,Piloto Comandante,Cockpit,2024-01-22,Jubilacion,4,Honorarios,
ATT001032,EMP00338,SCL,Piloto Copiloto,Cockpit,2023-01-08,Traslado Base,15,Indefinido,1
ATT001033,EMP00598,,Tecnico Mantencion,Tierra,2022-07-02,Termino Contrato,13,Indefinido,0
ATT001034,EMP01033,SCL,Agente Check-in,Tierra,2023-01-09,Termino Contrato,6,Indefinido,0
ATT001035,EMP00518,SCL,Supervisor Operaciones,Tierra,2023-02-17,Traslado Base,2,Indefinido,1
ATT001036,EMP00414,SCL,Piloto Comandante,Cockpit,2024-01-29,Termino Contrato,14,Part-time,1
ATT001037,EMP01207,MAD,Agente Check-in,Tierra,2023-07-22,Termino Contrato,1,Indefinido,1
ATT001038,EMP00414,EZE,Ground Staff,Tierra,2023-01-06,Termino Contrato,7,Honorarios,1
ATT001039,EMP00132,SCL,Ground Staff,Tierra,2023-07-02,Renuncia Voluntaria,5,Indefinido,1
ATT001040,EMP01299,JFK,Ground Staff,Tierra,2022-12-08,Despido,7,Plazo Fijo,0
ATT001041,EMP00338,LIM,Administrativo,Admin,2022-01-09,Traslado Base,5,Indefinido,1
ATT001042,EMP01258,GRU,Tripulante Cabina Senior,Cabina,2023-03-13,Renuncia Voluntaria,9,Plazo Fijo,1
ATT001043,EMP01244,GRU,Ground Staff,Tierra,2023-07-28,Despido,15,Honorarios,1
ATT001044,EMP00763,SCL,Tripulante Cabina,Cabina,2023-12-13,Renuncia Voluntaria,2,Indefinido,
ATT001045,EMP00465,MAD,Ground Staff,Tierra,2024-01-02,Termino Contrato,1,Indefinido,1
ATT001046,EMP00718,LIM,Supervisor Operaciones,Tierra,2024-07-24,Jubilacion,1,Indefinido,1
ATT001047,EMP01323,MAD,Agente Check-in,Tierra,2023-11-15,Jubilacion,10,Honorarios,0
ATT001048,EMP00674,SCL,Piloto Copiloto,Cockpit,2024-12-13,Despido,13,Plazo Fijo,
ATT001049,EMP00658,GRU,Agente Check-in,Tierra,2023-10-04,Termino Contrato,3,Indefinido,0
ATT001050,EMP01293,GRU,Piloto Copiloto,Cockpit,2023-10-11,Termino Contrato,14,Plazo Fijo,0
ATT001051,EMP00640,LIM,Tripulante Cabina Senior,Cabina,2023-01-09,Renuncia Voluntaria,3,Indefinido,1
ATT001052,EMP01811,SCL,Ground Staff,Tierra,2024-01-31,Traslado Base,9,Part-time,1
ATT001053,EMP00019,GRU,Tripulante Cabina Senior,Cabina,2023-12-16,Renuncia Voluntaria,9,Indefinido,1
ATT001054,EMP01710,SCL,Tripulante Cabina Senior,Cabina,2024-01-10,Despido,5,Indefinido,0
ATT001055,EMP00490,EZE,Supervisor Operaciones,Tierra,2023-06-29,Renuncia Voluntaria,11,Indefinido,0
ATT001056,EMP00010,LIM,Ground Staff,Tierra,2022-06-22,Renuncia Voluntaria,0,Indefinido,1
ATT001057,EMP01478,SCL,Ground Staff,Tierra,2022-02-14,Renuncia Voluntaria,8,Part-time,0
ATT001058,EMP00986,MAD,Seguridad,Tierra,2022-01-26,Jubilacion,3,Part-time,1
ATT001059,EMP01628,GRU,Tripulante Cabina Senior,Cabina,2023-07-31,Termino Contrato,13,Plazo Fijo,1
ATT001060,EMP00196,MIA,Tripulante Cabina,Cabina,2022-05-03,Termino Contrato,8,Indefinido,1
ATT001061,EMP00344,GRU,Ground Staff,Tierra,2024-07-19,Jubilacion,14,Indefinido,0
ATT001062,EMP01772,GRU,Tripulante Cabina Senior,Cabina,2024-03-13,Renuncia Voluntaria,13,Indefinido,0
ATT001063,EMP00954,MIA,Tripulante Cabina Senior,Cabina,2023-07-02,Traslado Base,7,Indefinido,1
ATT001064,EMP01521,MAD,Tripulante Cabina,Cabina,2023-07-30,Renuncia Voluntaria,9,Indefinido,1
ATT001065,EMP00642,GRU,Piloto Comandante,Cockpit,2023-01-14,Termino Contrato,2,Part-time,1
ATT001066,EMP00378,GRU,Agente Check-in,Tierra,2022-05-04,Termino Contrato,12,Plazo Fijo,1
ATT001067,EMP01666,JFK,Tripulante Cabina,Cabina,2022-01-28,Termino Contrato,0,Indefinido,0
ATT001068,EMP00544,MIA,Tripulante Cabina Senior,Cabina,2024-01-17,Renuncia Voluntaria,14,Indefinido,1
ATT001069,EMP00542,LIM,Tripulante Cabina Senior,Cabina,2023-07-24,Renuncia Voluntaria,9,Indefinido,0
ATT001070,EMP00822,MIA,Tripulante Cabina Senior,Cabina,2022-07-25,Renuncia Voluntaria,14,Part-time,1
ATT001071,EMP00706,MAD,Administrativo,Admin,2022-07-20,Termino Contrato,13,Plazo Fijo,0
ATT001072,EMP00193,JFK,Tripulante Cabina,Cabina,2023-01-23,Despido,2,Part-time,1
ATT001073,EMP00820,MIA,Piloto Copiloto,Cockpit,2024-04-21,Renuncia Voluntaria,14,Indefinido,1
ATT001074,EMP01429,GRU,Supervisor Operaciones,Tierra,2022-05-19,Jubilacion,2,Plazo Fijo,0
ATT001075,EMP00177,SCL,Ground Staff,Tierra,2023-04-05,Termino Contrato,8,Indefinido,1
ATT001076,EMP00592,MIA,Tripulante Cabina Senior,Cabina,2024-07-31,Jubilacion,10,Honorarios,1
ATT001077,EMP01878,GRU,Ground Staff,Tierra,2023-07-05,Renuncia Voluntaria,0,Indefinido,1
ATT001078,EMP00681,EZE,Piloto Comandante,Cockpit,2023-03-03,Termino Contrato,2,Honorarios,1
ATT001079,EMP01328,EZE,Tripulante Cabina,Cabina,2023-03-18,Termino Contrato,,Indefinido,0
ATT001080,EMP01532,SCL,Piloto Comandante,Cockpit,2023-09-18,Termino Contrato,10,Honorarios,1
ATT001081,EMP01397,SCL,Tripulante Cabina,Cabina,2023-08-09,Jubilacion,5,Plazo Fijo,1
ATT001082,EMP01095,BOG,Piloto Copiloto,Cockpit,2023-11-21,Despido,14,Part-time,1
ATT001083,EMP01157,SCL,Piloto Comandante,Cockpit,2023-08-06,Traslado Base,3,Part-time,
ATT001084,EMP01119,GRU,Tripulante Cabina,Cabina,2024-10-28,Termino Contrato,5,Plazo Fijo,1
ATT001085,EMP00884,SCL,Tripulante Cabina,Cabina,2024-01-01,Renuncia Voluntaria,14,Plazo Fijo,1
ATT001086,EMP00097,MIA,Tripulante Cabina,Cabina,2022-06-24,Termino Contrato,4,Indefinido,1
ATT001087,EMP00751,BOG,Piloto Copiloto,Cockpit,2024-07-27,Despido,14,Indefinido,1
ATT001088,EMP01350,MAD,Tripulante Cabina,Cabina,2022-12-31,Renuncia Voluntaria,7,Part-time,1
ATT001089,EMP01126,MIA,Tripulante Cabina,Cabina,2023-12-02,Termino Contrato,13,Part-time,1
ATT001090,EMP00781,SCL,Ground Staff,Tierra,2022-07-17,Renuncia Voluntaria,6,Indefinido,0
ATT001091,EMP01973,BOG,Tripulante Cabina Senior,Cabina,2023-04-17,Jubilacion,14,Indefinido,1
ATT001092,EMP01664,SCL,Tripulante Cabina,Cabina,2024-07-15,Jubilacion,2,Plazo Fijo,1
ATT001093,EMP01639,BOG,Tripulante Cabina Senior,Cabina,2023-10-14,Termino Contrato,1,Part-time,1
ATT001094,EMP01513,BOG,Tripulante Cabina Senior,Cabina,2024-01-21,Despido,4,Indefinido,1
ATT001095,EMP00873,GRU,Piloto Comandante,Cockpit,2022-02-28,Termino Contrato,8,Indefinido,0
ATT001096,EMP00585,EZE,Ground Staff,Tierra,2023-05-05,Despido,15,Indefinido,1
ATT001097,EMP00743,LIM,Tripulante Cabina Senior,Cabina,2024-06-28,Renuncia Voluntaria,14,Plazo Fijo,1
ATT001098,EMP01024,BOG,Tecnico Mantencion,Tierra,2024-01-03,Jubilacion,6,Indefinido,1
ATT001099,EMP00574,MIA,Administrativo,Admin,2022-07-13,Traslado Base,12,Part-time,1
ATT001100,EMP00019,GRU,Tripulante Cabina,Cabina,2023-05-24,Termino Contrato,14,Indefinido,1
ATT001101,EMP01792,SCL,Tripulante Cabina,Cabina,2022-11-29,Despido,5,Indefinido,1
ATT001102,EMP01118,GRU,Piloto Comandante,Cockpit,2023-11-08,Renuncia Voluntaria,10,Indefinido,0
ATT001103,EMP01363,EZE,Tripulante Cabina,Cabina,2023-02-04,Jubilacion,6,Plazo Fijo,
ATT001104,EMP00241,GRU,Agente Check-in,Tierra,2023-12-17,Renuncia Voluntaria,1,Honorarios,1
ATT001105,EMP01608,SCL,Ground Staff,Tierra,2023-04-22,Despido,10,Part-time,1
ATT001106,EMP00271,BOG,Tripulante Cabina Senior,Cabina,2024-04-01,Jubilacion,6,Plazo Fijo,1
ATT001107,EMP01713,LIM,Supervisor Operaciones,Tierra,2023-01-25,Renuncia Voluntaria,14,Indefinido,1
ATT001108,EMP00104,BOG,Tripulante Cabina,Cabina,2022-09-27,Termino Contrato,6,Indefinido,1
ATT001109,EMP01732,LIM,Tripulante Cabina,Cabina,2022-04-06,Traslado Base,6,Indefinido,1
ATT001110,EMP01322,EZE,Agente Check-in,Tierra,2023-06-05,Renuncia Voluntaria,12,Indefinido,0
ATT001111,EMP01026,EZE,Seguridad,Tierra,2022-03-18,Termino Contrato,4,Part-time,1
ATT001112,EMP01425,EZE,Piloto Copiloto,Cockpit,2023-12-08,Jubilacion,1,Honorarios,0
ATT001113,EMP00149,LIM,Piloto Comandante,Cockpit,2024-01-22,Renuncia Voluntaria,,Indefinido,1
ATT001114,EMP00888,LIM,Ground Staff,Tierra,2023-12-28,Renuncia Voluntaria,0,Indefinido,0
ATT001115,EMP01223,LIM,Ground Staff,Tierra,2023-02-14,Termino Contrato,9,Indefinido,1
ATT001116,EMP00425,SCL,Agente Check-in,Tierra,2024-08-31,Despido,1,Plazo Fijo,1
ATT001117,EMP00824,SCL,Ground Staff,Tierra,2023-02-10,Termino Contrato,15,Indefinido,1
ATT001118,EMP00265,SCL,Tripulante Cabina,Cabina,2022-01-17,Renuncia Voluntaria,8,Indefinido,0
ATT001119,EMP00382,BOG,Piloto Comandante,Cockpit,2022-01-30,Renuncia Voluntaria,12,Part-time,1
ATT001120,EMP00496,MIA,Piloto Comandante,Cockpit,2023-11-26,Termino Contrato,4,Indefinido,1
ATT001121,EMP01713,BOG,Tripulante Cabina Senior,Cabina,2023-03-29,Jubilacion,4,Part-time,0
ATT001122,EMP01599,LIM,Agente Check-in,Tierra,2023-01-09,Termino Contrato,8,Indefinido,0
ATT001123,EMP01037,BOG,Ground Staff,Tierra,2024-07-10,Renuncia Voluntaria,5,Part-time,1
ATT001124,EMP00665,MIA,Supervisor Operaciones,Tierra,2023-10-30,Renuncia Voluntaria,4,Part-time,1
ATT001125,EMP01435,JFK,Ground Staff,Tierra,2022-10-28,Renuncia Voluntaria,1,Indefinido,1
ATT001126,EMP00450,MIA,Ground Staff,Tierra,2022-01-31,Jubilacion,4,Indefinido,0
ATT001127,EMP01593,GRU,Tripulante Cabina,Cabina,2023-01-16,Jubilacion,,Part-time,1
ATT001128,EMP01680,LIM,Agente Check-in,Tierra,2024-07-05,Traslado Base,0,Indefinido,1
ATT001129,EMP01240,EZE,Agente Check-in,Tierra,2022-02-06,Renuncia Voluntaria,7,Plazo Fijo,0
ATT001130,EMP00243,EZE,Agente Check-in,Tierra,2022-07-22,Jubilacion,11,Indefinido,1
ATT001131,EMP00414,MIA,Supervisor Operaciones,Tierra,2022-04-01,Renuncia Voluntaria,0,Plazo Fijo,1
ATT001132,EMP00860,GRU,Agente Check-in,Tierra,2024-11-08,Traslado Base,13,Honorarios,1
ATT001133,EMP00204,EZE,Tripulante Cabina,Cabina,2022-02-22,Termino Contrato,4,Indefinido,0
ATT001134,EMP00650,GRU,Tripulante Cabina,Cabina,2023-07-30,Traslado Base,3,Indefinido,1
ATT001135,EMP00687,LIM,Tripulante Cabina,Cabina,2022-10-10,Jubilacion,2,Indefinido,1
ATT001136,EMP00680,SCL,Agente Check-in,Tierra,2023-12-15,Traslado Base,11,Plazo Fijo,1
ATT001137,EMP00158,LIM,Tripulante Cabina Senior,Cabina,2023-02-23,Termino Contrato,1,Part-time,1
ATT001138,EMP01353,SCL,Ground Staff,Tierra,2022-01-02,Renuncia Voluntaria,2,Indefinido,1
ATT001139,EMP00167,BOG,Piloto Comandante,Cockpit,2024-02-29,Despido,4,Indefinido,1
ATT001140,EMP01070,SCL,Tripulante Cabina,Cabina,2023-05-11,Jubilacion,14,Plazo Fijo,1
ATT001141,EMP01363,LIM,Agente Check-in,Tierra,2024-12-01,Renuncia Voluntaria,13,Indefinido,1
ATT001142,EMP01427,GRU,Tripulante Cabina Senior,Cabina,2022-01-26,Renuncia Voluntaria,0,Part-time,0
ATT001143,EMP00128,GRU,Agente Check-in,Tierra,2022-07-14,Jubilacion,10,Indefinido,1
ATT001144,EMP00534,SCL,Tripulante Cabina Senior,Cabina,2024-03-13,Renuncia Voluntaria,12,Part-time,1
ATT001145,EMP01487,MIA,Administrativo,Admin,2023-02-05,Renuncia Voluntaria,15,Part-time,0
ATT001146,EMP01497,GRU,Agente Check-in,Tierra,2023-07-04,Renuncia Voluntaria,3,Indefinido,0
ATT001147,EMP01823,GRU,Agente Check-in,Tierra,2023-07-04,Termino Contrato,3,Indefinido,1
ATT001148,EMP00850,MIA,Tripulante Cabina Senior,Cabina,2023-08-06,Renuncia Voluntaria,6,Indefinido,1
ATT001149,EMP01334,GRU,Administrativo,Admin,2022-07-28,Renuncia Voluntaria,0,Indefinido,1
ATT001150,EMP01140,MIA,Tripulante Cabina Senior,Cabina,2023-01-20,Renuncia Voluntaria,15,Indefinido,1
ATT001151,EMP00535,MIA,Ground Staff,Tierra,2022-07-20,Jubilacion,3,Honorarios,0
ATT001152,EMP01601,SCL,Ground Staff,Tierra,2022-03-06,Traslado Base,1,Indefinido,1
ATT001153,EMP01797,SCL,Tripulante Cabina Senior,Cabina,2024-07-05,Despido,2,Indefinido,1
ATT001154,EMP01929,LIM,Ground Staff,Tierra,2023-09-20,Traslado Base,10,Indefinido,1
ATT001155,EMP01387,LIM,Tripulante Cabina Senior,Cabina,2022-12-08,Renuncia Voluntaria,,Indefinido,0
ATT001156,EMP00573,SCL,Administrativo,Admin,2024-07-21,Despido,11,Indefinido,1
ATT001157,EMP00160,SCL,Piloto Copiloto,Cockpit,2024-08-23,Renuncia Voluntaria,0,Plazo Fijo,1
ATT001158,EMP00495,SCL,Ground Staff,Tierra,2022-03-29,Jubilacion,0,Indefinido,0
ATT001159,EMP00654,LIM,Supervisor Operaciones,Tierra,2023-07-20,Traslado Base,9,Indefinido,1
ATT001160,EMP00683,BOG,Tripulante Cabina,Cabina,2023-05-13,Jubilacion,15,Part-time,0
ATT001161,EMP00355,LIM,Supervisor Operaciones,Tierra,2023-07-01,Renuncia Voluntaria,5,Part-time,0
ATT001162,EMP01630,BOG,Agente Check-in,Tierra,2022-01-30,Traslado Base,5,Indefinido,1
ATT001163,EMP00674,EZE,Piloto Copiloto,Cockpit,2024-01-29,Renuncia Voluntaria,10,Plazo Fijo,1
ATT001164,EMP00047,SCL,Agente Check-in,Tierra,2024-07-10,Termino Contrato,4,Honorarios,1
ATT001165,EMP00369,SCL,Tripulante Cabina Senior,Cabina,2023-07-06,Despido,2,Plazo Fijo,1
ATT001166,EMP00570,JFK,Tripulante Cabina Senior,Cabina,2023-10-07,Jubilacion,,Plazo Fijo,1
ATT001167,EMP01071,BOG,Tripulante Cabina,Cabina,2022-02-02,Despido,9,Plazo Fijo,1
ATT001168,EMP00621,BOG,Tripulante Cabina,Cabina,2024-01-14,Termino Contrato,2,Indefinido,1
ATT001169,EMP00801,EZE,Ground Staff,Tierra,2022-03-18,Traslado Base,3,Indefinido,1
ATT001170,EMP01932,LIM,Agente Check-in,Tierra,2024-11-07,Jubilacion,4,Indefinido,
ATT001171,EMP00195,BOG,Tripulante Cabina Senior,Cabina,2023-12-05,Jubilacion,4,Indefinido,1
ATT001172,EMP00247,GRU,Ground Staff,Tierra,2022-07-30,Renuncia Voluntaria,15,Part-time,1
ATT001173,EMP01266,BOG,Tripulante Cabina,Cabina,2022-10-03,Termino Contrato,7,Plazo Fijo,0
ATT001174,EMP01440,LIM,Tripulante Cabina Senior,Cabina,2024-07-06,Renuncia Voluntaria,3,Indefinido,0
ATT001175,EMP01202,LIM,Tripulante Cabina Senior,Cabina,2022-07-23,Renuncia Voluntaria,4,Indefinido,0
ATT001176,EMP01129,SCL,Piloto Copiloto,Cockpit,2023-08-20,Traslado Base,11,Plazo Fijo,0
ATT001177,EMP01982,MIA,Administrativo,Admin,2022-09-14,Renuncia Voluntaria,11,Plazo Fijo,1
ATT001178,EMP00020,LIM,Administrativo,Admin,2022-01-03,Renuncia Voluntaria,14,Indefinido,1
ATT001179,EMP00549,BOG,Piloto Comandante,Cockpit,2024-07-13,Renuncia Voluntaria,15,Indefinido,0
ATT001180,EMP00814,EZE,Tripulante Cabina,Cabina,2022-03-25,Jubilacion,1,Indefinido,0
ATT001181,EMP01380,SCL,Piloto Copiloto,Cockpit,2024-03-02,Jubilacion,12,Indefinido,1
ATT001182,EMP01561,MIA,Ground Staff,Tierra,2023-08-09,Renuncia Voluntaria,2,Part-time,1
ATT001183,EMP01945,SCL,Agente Check-in,Tierra,2024-10-16,Despido,,Indefinido,1
ATT001184,EMP01821,SCL,Tripulante Cabina,Cabina,2024-04-14,Renuncia Voluntaria,8,Indefinido,1
ATT001185,EMP00916,BOG,Tripulante Cabina,Cabina,2024-05-21,Jubilacion,9,Indefinido,1
ATT001186,EMP01896,LIM,Ground Staff,Tierra,2024-08-24,Renuncia Voluntaria,14,Honorarios,1
ATT001187,EMP01253,SCL,Ground Staff,Tierra,2024-12-29,Termino Contrato,0,Part-time,0
ATT001188,EMP01784,EZE,Agente Check-in,Tierra,2022-06-27,Renuncia Voluntaria,2,Indefinido,0
ATT001189,EMP00173,BOG,Tripulante Cabina Senior,Cabina,2022-11-30,Termino Contrato,4,Indefinido,1
ATT001190,EMP00757,MAD,Ground Staff,Tierra,2022-01-10,Renuncia Voluntaria,0,Indefinido,1
ATT001191,EMP01634,BOG,Ground Staff,Tierra,2023-07-24,Termino Contrato,7,Part-time,1
ATT001192,EMP01837,BOG,Agente Check-in,Tierra,2024-09-10,Termino Contrato,13,Indefinido,1
ATT001193,EMP00624,MIA,Piloto Comandante,Cockpit,2023-01-30,Jubilacion,7,Indefinido,1
ATT001194,EMP01538,SCL,Agente Check-in,Tierra,2023-07-25,Renuncia Voluntaria,15,Part-time,1
ATT001195,EMP00829,EZE,Tripulante Cabina Senior,Cabina,2022-12-10,Renuncia Voluntaria,12,Indefinido,0
ATT001196,EMP01046,SCL,Piloto Copiloto,Cockpit,2024-11-08,Termino Contrato,0,Indefinido,0
ATT001197,EMP00505,GRU,Ground Staff,Tierra,2023-01-18,Renuncia Voluntaria,15,Plazo Fijo,1
ATT001198,EMP00643,SCL,Supervisor Operaciones,Tierra,2024-10-23,Despido,3,Indefinido,1
ATT001199,EMP00021,BOG,Agente Check-in,Tierra,2023-07-31,Jubilacion,14,Part-time,1
ATT001200,EMP01778,JFK,Tripulante Cabina Senior,Cabina,2022-08-26,Renuncia Voluntaria,6,Indefinido,
ATT001201,EMP00297,SCL,Piloto Comandante,Cockpit,2022-02-01,Termino Contrato,0,Indefinido,1
ATT001202,EMP00239,SCL,Ground Staff,Tierra,2022-07-01,Renuncia Voluntaria,11,Plazo Fijo,0
ATT001203,EMP01317,BOG,Tecnico Mantencion,Tierra,2023-10-21,Despido,12,Part-time,1
ATT001204,EMP01316,SCL,Tripulante Cabina,Cabina,2023-05-13,Termino Contrato,0,Indefinido,0
ATT001205,EMP01773,GRU,Piloto Copiloto,Cockpit,2022-07-02,Termino Contrato,7,Indefinido,1
ATT001206,EMP01510,BOG,Tripulante Cabina Senior,Cabina,2022-01-29,Termino Contrato,0,Indefinido,1
ATT001207,EMP01198,SCL,Tripulante Cabina Senior,Cabina,2024-10-31,Despido,1,Part-time,0
ATT001208,EMP00355,SCL,Agente Check-in,Tierra,2024-07-03,Renuncia Voluntaria,7,Indefinido,1
ATT001209,EMP00492,BOG,Ground Staff,Tierra,2022-06-12,Renuncia Voluntaria,5,Indefinido,1
ATT001210,EMP01796,LIM,Tripulante Cabina,Cabina,2023-04-08,Despido,8,Plazo Fijo,1
ATT001211,EMP01730,SCL,Piloto Copiloto,Cockpit,2023-02-18,Renuncia Voluntaria,10,Indefinido,1
ATT001212,EMP01681,MAD,Agente Check-in,Tierra,2022-07-19,Jubilacion,10,Plazo Fijo,1
ATT001213,EMP01047,BOG,Ground Staff,Tierra,2023-08-23,Renuncia Voluntaria,3,Plazo Fijo,1
ATT001214,EMP00436,GRU,Piloto Copiloto,Cockpit,2024-09-17,Renuncia Voluntaria,3,Plazo Fijo,0
ATT001215,EMP00381,MIA,Ground Staff,Tierra,2024-01-11,Termino Contrato,6,Indefinido,0
ATT001216,EMP00828,BOG,Supervisor Operaciones,Tierra,2022-09-13,Traslado Base,11,Indefinido,1
ATT001217,EMP00879,SCL,Ground Staff,Tierra,2024-05-02,Termino Contrato,8,Indefinido,0
ATT001218,EMP00268,GRU,Tecnico Mantencion,Tierra,2024-08-20,Termino Contrato,13,Plazo Fijo,1
ATT001219,EMP01865,BOG,Supervisor Operaciones,Tierra,2023-03-10,Renuncia Voluntaria,7,Indefinido,1
ATT001220,EMP01621,GRU,Agente Check-in,Tierra,2024-01-17,Traslado Base,5,Indefinido,0
ATT001221,EMP01428,MAD,Piloto Comandante,Cockpit,2023-01-29,Renuncia Voluntaria,10,Indefinido,0
ATT001222,EMP01271,SCL,Tripulante Cabina,Cabina,2022-07-12,Renuncia Voluntaria,9,Indefinido,0
ATT001223,EMP01332,LIM,Tecnico Mantencion,Tierra,2024-01-09,Renuncia Voluntaria,12,Honorarios,0
