flight_id,origin,destination,base_code,aircraft_type,flight_date,season,crew_required_cockpit,crew_required_cabin,ground_staff_required,flight_hours
FLT000324,GRU,MAD,GRU,B787,2023-02-01,Alta_Verano,2,12,8,5
FLT000325,LIM,BOG,LIM,A320,2024-07-25,Alta_Invierno,2,5,7,3
FLT000326,SCL,GRU,SCL,B787,2022-10-30,Baja,2,8,5,14
FLT000327,LIM,MIA,LIM,B737,2023-01-09,Alta_Verano,2,6,4,4
FLT000328,LIM,GRU,LIM,A320,2024-03-10,Baja,2,4,5,3
FLT000329,BOG,MIA,BOG,B737,2023-11-20,Baja,2,5,5,4
FLT000330,SCL,MAD,SCL,A320,2023-05-18,Baja,2,5,7,3
FLT000331,SCL,GRU,SCL,B737,2022-07-26,Alta_Invierno,2,6,4,12
FLT000332,EZE,GRU,EZE,A350,2023-12-28,Alta_Verano,2,10,3,6
FLT000333,GRU,MIA,GRU,A320,2024-06-11,Alta_Invierno,2,5,6,8
FLT000334,SCL,GRU,SCL,A320,2023-07-26,Alta_Invierno,2,5,7,3
FLT000335,SCL,MIA,SCL,B787,2024-11-06,Baja,2,11,4,13
FLT000336,LIM,GRU,LIM,B787,2022-07-26,Alta_Invierno,2,11,4,5
FLT000337,GRU,MIA,GRU,B787,2022-09-21,Baja,2,10,3,2
FLT000338,SCL,LIM,SCL,B767,2022-01-12,Alta_Verano,2,6,8,6
FLT000339,EZE,GRU,EZE,A320,2023-12-20,Alta_Verano,2,6,7,9
FLT000340,SCL,MAD,SCL,A320,2023-03-02,Baja,2,6,5,4
FLT000341,SCL,EZE,SCL,B737,2024-08-14,Alta_Invierno,2,5,3,4
FLT000342,GRU,MAD,GRU,B737,2022-07-13,Alta_Invierno,2,5,5,2
FLT000343,SCL,LIM,SCL,A320,2022-10-12,Baja,2,5,7,5
FLT000344,SCL,MIA,SCL,A350,2022-11-28,Baja,2,12,7,9
FLT000345,LIM,BOG,LIM,B737,2024-11-28,Baja,2,5,6,14
FLT000346,SCL,MIA,SCL,A350,2022-07-24,Alta_Invierno,2,12,3,2
FLT000347,GRU,MAD,GRU,B767,2023-07-05,Alta_Invierno,2,7,8,3
FLT000348,LIM,MIA,LIM,B787,2024-10-14,Baja,2,8,7,2
FLT000349,EZE,GRU,EZE,A350,2023-07-18,Alta_Invierno,2,10,4,4
FLT000350,SCL,BOG,SCL,A320,2023-08-14,Alta_Invierno,2,4,6,5
FLT000351,BOG,MAD,BOG,B737,2022-08-25,Alta_Invierno,2,6,8,6
FLT000352,SCL,MAD,SCL,A320,2024-01-11,Alta_Verano,2,4,6,12
FLT000353,BOG,MAD,BOG,A320,2022-04-08,Baja,2,6,5,12
FLT000354,SCL,MIA,SCL,A320,2022-11-25,Baja,2,5,6,2
FLT000355,LIM,MIA,LIM,B767,2022-03-03,Baja,2,8,7,13
FLT000356,BOG,MIA,BOG,A320,2023-07-07,Alta_Invierno,2,6,5,3
FLT000357,GRU,MAD,GRU,B737,2024-06-07,Alta_Invierno,2,5,4,5
FLT000358,GRU,MIA,GRU,B737,2023-04-26,Baja,2,5,6,2
FLT000359,LIM,BOG,LIM,A320,2022-09-27,Baja,2,6,6,6
FLT000360,GRU,MAD,GRU,B787,2024-06-30,Alta_Invierno,2,12,3,5
FLT000361,SCL,GRU,SCL,B787,2023-12-30,Alta_Verano,2,10,7,9
FLT000362,GRU,MIA,GRU,B737,2023-01-02,Alta_Verano,2,6,5,5
FLT000363,LIM,GRU,LIM,B787,2023-02-13,Alta_Verano,2,8,4,3
FLT000364,SCL,LIM,SCL,B767,2024-07-03,Alta_Invierno,2,6,5,5
FLT000365,SCL,MAD,SCL,B787,2022-08-28,Alta_Invierno,2,8,3,4
FLT000366,SCL,GRU,SCL,B737,2023-10-27,Baja,2,4,8,6
FLT000367,GRU,MAD,GRU,B737,2024-07-24,Alta_Invierno,2,5,5,7
FLT000368,BOG,MIA,BOG,B737,2022-10-14,Baja,2,5,4,3
FLT000369,BOG,MIA,BOG,A320,2024-01-16,Alta_Verano,2,5,6,4
FLT000370,GRU,MAD,GRU,A320,2022-01-27,Alta_Verano,2,5,7,4
FLT000371,GRU,MAD,GRU,A320,2023-06-21,Alta_Invierno,2,4,4,2
FLT000372,SCL,LIM,SCL,A320,2024-02-06,Alta_Verano,2,5,5,3
FLT000373,EZE,GRU,EZE,A320,2023-12-13,Alta_Verano,2,6,5,12
FLT000374,SCL,MIA,SCL,B767,2022-02-07,Alta_Verano,2,8,4,6
FLT000375,GRU,MIA,GRU,A320,2022-09-19,Baja,2,5,4,5
FLT000376,SCL,MAD,SCL,A320,2023-02-13,Alta_Verano,2,6,4,13
FLT000377,SCL,MAD,SCL,B737,2024-01-26,Alta_Verano,2,4,5,12
FLT000378,GRU,MIA,GRU,B737,2022-02-16,Alta_Verano,2,4,3,6
FLT000379,BOG,MIA,BOG,B737,2023-05-30,Baja,2,4,8,3
FLT000380,SCL,BOG,SCL,B767,2024-08-02,Alta_Invierno,2,7,3,2
FLT000381,SCL,BOG,SCL,B737,2024-07-17,Alta_Invierno,2,5,3,12
FLT000382,SCL,BOG,SCL,B767,2022-01-07,Alta_Verano,2,7,3,5
FLT000383,BOG,MIA,BOG,A350,2023-07-10,Alta_Invierno,2,9,5,3
FLT000384,BOG,MAD,BOG,A350,2022-03-15,Baja,2,12,5,9
FLT000385,LIM,BOG,LIM,B767,2024-01-10,Alta_Verano,2,8,4,12
FLT000386,SCL,BOG,SCL,B787,2024-03-08,Baja,2,11,3,14
FLT000387,BOG,MAD,BOG,B737,2023-03-28,Baja,2,5,6,5
FLT000388,LIM,BOG,LIM,A320,2024-08-13,Alta_Invierno,2,4,7,2
FLT000389,SCL,BOG,SCL,B737,2022-01-02,Alta_Verano,2,5,5,6
FLT000390,LIM,MIA,LIM,A320,2023-01-24,Alta_Verano,2,6,7,6
FLT000391,SCL,GRU,SCL,B737,2024-01-20,Alta_Verano,2,4,7,5
FLT000392,LIM,BOG,LIM,A320,2024-01-15,Alta_Verano,2,6,3,6
FLT000393,LIM,BOG,LIM,B787,2022-01-01,Alta_Verano,2,8,5,10
FLT000394,SCL,JFK,SCL,A320,2022-05-05,Baja,2,5,4,2
FLT000395,LIM,BOG,LIM,B767,2024-07-29,Alta_Invierno,2,8,6,6
FLT000396,SCL,EZE,SCL,B737,2022-08-20,Alta_Invierno,2,6,6,8
FLT000397,LIM,MIA,LIM,A320,2022-01-21,Alta_Verano,2,5,3,6
FLT000398,LIM,GRU,LIM,B737,2022-10-09,Baja,2,5,3,3
FLT000399,SCL,EZE,SCL,B787,2024-07-19,Alta_Invierno,2,12,6,2
FLT000400,SCL,JFK,SCL,A320,2024-07-23,Alta_Invierno,2,4,7,3
FLT000401,BOG,MAD,BOG,B767,2024-03-23,Baja,2,7,7,11
FLT000402,SCL,EZE,SCL,B737,2023-01-13,Alta_Verano,2,4,6,11
FLT000403,GRU,MIA,GRU,A320,2023-01-01,Alta_Verano,2,5,7,7
FLT000404,EZE,GRU,EZE,B767,2024-07-18,Alta_Invierno,2,8,8,10
FLT000405,LIM,MIA,LIM,A350,2024-01-29,Alta_Verano,2,8,6,3
FLT000406,SCL,LIM,SCL,A320,2024-02-24,Alta_Verano,2,6,8,3
FLT000407,SCL,JFK,SCL,A320,2023-10-03,Baja,2,4,7,11
FLT000408,GRU,MIA,GRU,A350,2023-02-17,Alta_Verano,2,12,7,4
FLT000409,SCL,GRU,SCL,A350,2023-07-17,Alta_Invierno,2,10,7,5
FLT000410,SCL,MAD,SCL,B787,2024-07-03,Alta_Invierno,2,8,4,5
FLT000411,GRU,MAD,GRU,B737,2023-08-30,Alta_Invierno,2,6,3,13
FLT000412,SCL,BOG,SCL,B787,2024-01-02,Alta_Verano,2,10,5,5
FLT000413,SCL,JFK,SCL,A350,2024-01-10,Alta_Verano,2,10,7,14
FLT000414,SCL,MIA,SCL,B767,2023-03-07,Baja,2,8,5,4
FLT000415,SCL,LIM,SCL,A320,2022-07-30,Alta_Invierno,2,6,3,2
FLT000416,BOG,MAD,BOG,B787,2023-06-15,Alta_Invierno,2,10,8,13
FLT000417,SCL,JFK,SCL,B787,2023-11-27,Baja,2,12,6,3
FLT000418,SCL,BOG,SCL,B787,2022-11-04,Baja,2,9,7,3
FLT000419,GRU,MIA,GRU,B767,2023-09-22,Baja,2,7,3,7
FLT000420,SCL,MAD,SCL,A320,2023-07-06,Alta_Invierno,2,4,7,3
FLT000421,LIM,GRU,LIM,A320,2023-05-21,Baja,2,5,7,5
FLT000422,BOG,MIA,BOG,B787,2023-01-18,Alta_Verano,2,12,5,4
FLT000423,SCL,MAD,SCL,B737,2024-07-11,Alta_Invierno,2,4,3,11
FLT000424,LIM,MIA,LIM,A320,2023-03-05,Baja,2,4,4,3
FLT000425,SCL,LIM,SCL,B737,2024-05-03,Baja,2,4,3,8
FLT000426,SCL,EZE,SCL,B767,2024-07-27,Alta_Invierno,2,8,8,14
FLT000427,SCL,LIM,SCL,A350,2022-03-17,Baja,2,12,6,10
FLT000428,SCL,GRU,SCL,B767,2022-10-08,Baja,2,8,6,5
FLT000429,SCL,GRU,SCL,B737,2023-10-31,Baja,2,5,5,9
FLT000430,SCL,LIM,SCL,B787,2024-01-01,Alta_Verano,2,10,4,3
FLT000431,SCL,BOG,SCL,B737,2024-07-13,Alta_Invierno,2,5,6,9
FLT000432,LIM,GRU,LIM,B737,2024-07-01,Alta_Invierno,2,4,4,14
FLT000433,LIM,GRU,LIM,B767,2023-10-30,Baja,2,7,3,14
FLT000434,SCL,EZE,SCL,A350,2023-07-30,Alta_Invierno,2,9,5,5
FLT000435,SCL,MIA,SCL,A320,2023-07-30,Alta_Invierno,2,5,7,6
FLT000436,SCL,MAD,SCL,B737,2023-01-03,Alta_Verano,2,4,5,3
FLT000437,LIM,GRU,LIM,A320,2024-07-12,Alta_Invierno,2,5,3,9
FLT000438,EZE,GRU,EZE,B767,2023-01-08,Alta_Verano,2,7,6,5
FLT000439,SCL,MAD,SCL,B737,2022-11-28,Baja,2,6,5,5
FLT000440,BOG,MIA,BOG,A320,2023-01-10,Alta_Verano,2,6,4,9
FLT000441,SCL,LIM,SCL,A320,2023-03-21,Baja,2,4,5,5
FLT000442,BOG,MIA,BOG,B737,2022-11-10,Baja,2,4,6,2
FLT000443,GRU,MAD,GRU,B787,2024-04-06,Baja,2,10,6,10
FLT000444,SCL,MAD,SCL,A320,2024-01-01,Alta_Verano,2,6,7,3
FLT000445,SCL,JFK,SCL,B767,2022-09-28,Baja,2,6,8,5
FLT000446,SCL,GRU,SCL,B787,2024-11-18,Baja,2,8,4,5
FLT000447,LIM,MIA,LIM,B767,2022-09-02,Baja,2,7,3,4
FLT000448,SCL,EZE,SCL,A350,2024-01-07,Alta_Verano,2,9,3,9
FLT000449,SCL,EZE,SCL,A320,2022-04-19,Baja,2,6,8,8
FLT000450,SCL,EZE,SCL,B737,2023-03-31,Baja,2,6,3,9
FLT000451,LIM,MIA,LIM,A350,2022-09-10,Baja,2,9,6,5
FLT000452,SCL,JFK,SCL,A320,2022-04-06,Baja,2,4,8,
FLT000453,LIM,MIA,LIM,B737,2022-05-03,Baja,2,6,4,4
FLT000454,BOG,MIA,BOG,B767,2023-07-05,Alta_Invierno,2,6,5,2
FLT000455,SCL,BOG,SCL,B767,2022-02-07,Alta_Verano,2,6,7,14
FLT000456,GRU,MAD,GRU,B767,2023-07-14,Alta_Invierno,2,6,4,4
FLT000457,SCL,EZE,SCL,B737,2022-08-19,Alta_Invierno,2,4,8,4
FLT000458,SCL,EZE,SCL,B737,2022-02-15,Alta_Verano,2,6,3,
FLT000459,BOG,MAD,BOG,B737,2024-01-30,Alta_Verano,2,4,3,3
FLT000460,SCL,LIM,SCL,A350,2024-03-11,Baja,2,8,5,9
FLT000461,BOG,MAD,BOG,B737,2024-01-27,Alta_Verano,2,6,6,8
FLT000462,SCL,LIM,SCL,B767,2024-07-26,Alta_Invierno,2,8,5,14
FLT000463,GRU,MIA,GRU,A320,2022-06-03,Alta_Invierno,2,5,6,8
FLT000464,EZE,GRU,EZE,A350,2023-02-24,Alta_Verano,2,12,4,8
FLT000465,SCL,MAD,SCL,B767,2023-07-11,Alta_Invierno,2,6,6,4
FLT000466,SCL,GRU,SCL,B737,2023-04-14,Baja,2,4,5,7
FLT000467,SCL,GRU,SCL,A320,2022-07-13,Alta_Invierno,2,6,4,5
FLT000468,SCL,MIA,SCL,A320,2022-10-22,Baja,2,6,3,6
FLT000469,BOG,MAD,BOG,A320,2022-11-25,Baja,2,6,5,2
FLT000470,LIM,MIA,LIM,A320,2022-07-31,Alta_Invierno,2,4,7,5
FLT000471,GRU,MIA,GRU,B737,2024-06-21,Alta_Invierno,2,4,6,12
FLT000472,SCL,EZE,SCL,A320,2023-01-28,Alta_Verano,2,5,8,3
FLT000473,BOG,MAD,BOG,B787,2022-05-23,Baja,2,11,5,3
FLT000474,SCL,LIM,SCL,A350,2024-01-30,Alta_Verano,2,11,5,4
FLT000475,SCL,JFK,SCL,B787,2023-10-24,Baja,2,12,6,2
FLT000476,EZE,GRU,EZE,B737,2023-01-03,Alta_Verano,2,5,8,3
FLT000477,SCL,LIM,SCL,B737,2022-11-19,Baja,2,4,3,2
FLT000478,SCL,EZE,SCL,A320,2022-06-25,Alta_Invierno,2,6,8,9
FLT000479,SCL,MIA,SCL,B737,2024-12-05,Alta_Verano,2,6,7,13
FLT000480,SCL,MIA,SCL,B737,2022-12-23,Alta_Verano,2,5,6,10
FLT000481,BOG,MIA,BOG,B737,2022-11-05,Baja,2,4,5,5
FLT000482,SCL,MIA,SCL,A320,2024-07-07,Alta_Invierno,2,6,3,7
FLT000483,GRU,MIA,GRU,A320,2022-11-21,Baja,2,6,6,3
FLT000484,GRU,MAD,GRU,A320,2024-01-07,Alta_Verano,2,6,6,8
FLT000485,EZE,GRU,EZE,B737,2022-04-14,Baja,2,5,3,2
FLT000486,SCL,MIA,SCL,B737,2022-07-28,Alta_Invierno,2,4,5,5
FLT000487,SCL,LIM,SCL,B787,2024-09-03,Baja,2,10,6,11
FLT000488,SCL,GRU,SCL,A320,2024-09-23,Baja,2,4,5,4
FLT000489,SCL,MIA,SCL,B787,2023-10-15,Baja,2,10,6,8
FLT000490,SCL,GRU,SCL,B737,2023-05-22,Baja,2,5,4,3
FLT000491,BOG,MAD,BOG,A320,2022-01-08,Alta_Verano,2,4,6,6
FLT000492,GRU,MAD,GRU,A320,2022-03-11,Baja,2,5,3,3
FLT000493,BOG,MIA,BOG,B737,2024-06-14,Alta_Invierno,2,5,7,4
FLT000494,SCL,MIA,SCL,B767,2022-08-26,Alta_Invierno,2,6,7,4
FLT000495,GRU,MAD,GRU,B767,2022-01-23,Alta_Verano,2,7,4,5
FLT000496,SCL,JFK,SCL,B737,2022-03-02,Baja,2,5,7,4
FLT000497,LIM,BOG,LIM,A320,2023-02-25,Alta_Verano,2,6,8,9
FLT000498,GRU,MAD,GRU,B787,2022-08-01,Alta_Invierno,2,8,7,5
FLT000499,GRU,MIA,GRU,B787,2024-01-09,Alta_Verano,2,9,3,2
FLT000500,EZE,GRU,EZE,B737,2023-07-19,Alta_Invierno,2,4,5,2
FLT000501,SCL,JFK,SCL,B737,2024-10-05,Baja,2,6,6,13
FLT000502,SCL,GRU,SCL,A350,2024-02-09,Alta_Verano,2,8,7,8
FLT000503,SCL,JFK,SCL,A320,2023-11-01,Baja,2,6,6,4
FLT000504,SCL,JFK,SCL,B737,2022-05-25,Baja,2,4,7,3
FLT000505,GRU,MIA,GRU,B767,2022-09-18,Baja,2,7,4,4
FLT000506,SCL,MIA,SCL,A350,2023-09-20,Baja,2,12,7,2
FLT000507,SCL,GRU,SCL,A320,2024-04-01,Baja,2,5,3,5
FLT000508,SCL,MAD,SCL,A350,2022-01-04,Alta_Verano,2,9,6,6
FLT000509,LIM,MIA,LIM,A350,2023-06-20,Alta_Invierno,2,11,7,2
FLT000510,LIM,MIA,LIM,B737,2024-01-09,Alta_Verano,2,4,4,4
FLT000511,SCL,BOG,SCL,A320,2022-02-23,Alta_Verano,2,6,6,5
FLT000512,SCL,LIM,SCL,B787,2022-01-01,Alta_Verano,2,9,5,12
FLT000513,GRU,MIA,GRU,A320,2023-04-01,Baja,2,5,7,6
FLT000514,BOG,MAD,BOG,A320,2022-01-20,Alta_Verano,2,6,6,4
FLT000515,SCL,EZE,SCL,B737,2022-09-19,Baja,2,6,5,6
FLT000516,GRU,MAD,GRU,B737,2024-07-14,Alta_Invierno,2,6,3,9
FLT000517,SCL,MAD,SCL,B787,2024-07-14,Alta_Invierno,2,8,8,7
FLT000518,LIM,MIA,LIM,A350,2024-12-18,Alta_Verano,2,9,7,13
FLT000519,LIM,MIA,LIM,B737,2024-03-11,Baja,2,4,3,3
FLT000520,SCL,JFK,SCL,B787,2023-09-19,Baja,2,12,7,4
FLT000521,BOG,MAD,BOG,A320,2022-01-22,Alta_Verano,2,5,6,5
FLT000522,SCL,GRU,SCL,A320,2022-07-29,Alta_Invierno,2,5,7,3
FLT000523,SCL,EZE,SCL,A320,2024-01-31,Alta_Verano,2,6,4,4
FLT000524,BOG,MAD,BOG,B767,2023-09-17,Baja,2,8,5,4
FLT000525,GRU,MIA,GRU,A320,2023-01-19,Alta_Verano,2,4,8,11
FLT000526,SCL,MAD,SCL,A350,2023-07-28,Alta_Invierno,2,11,7,5
FLT000527,LIM,BOG,LIM,A350,2022-11-08,Baja,2,8,3,3
FLT000528,BOG,MIA,BOG,A320,2022-03-04,Baja,2,4,7,12
FLT000529,BOG,MIA,BOG,A320,2022-10-30,Baja,2,4,7,7
FLT000530,SCL,MIA,SCL,B737,2023-03-10,Baja,2,6,3,8
FLT000531,EZE,GRU,EZE,B767,2024-01-06,Alta_Verano,2,6,7,11
FLT000532,SCL,GRU,SCL,B737,2024-07-21,Alta_Invierno,2,5,6,2
FLT000533,SCL,BOG,SCL,B767,2022-10-27,Baja,2,8,4,4
FLT000534,BOG,MIA,BOG,A320,2023-01-26,Alta_Verano,2,4,3,7
FLT000535,SCL,MAD,SCL,B737,2022-07-13,Alta_Invierno,2,4,7,4
FLT000536,LIM,GRU,LIM,B787,2024-03-16,Baja,2,12,3,4
FLT000537,LIM,BOG,LIM,A320,2022-07-13,Alta_Invierno,2,6,4,5
FLT000538,EZE,GRU,EZE,B787,2023-07-27,Alta_Invierno,2,12,6,6
FLT000539,LIM,GRU,LIM,A320,2024-08-13,Alta_Invierno,2,4,8,5
FLT000540,GRU,MAD,GRU,B737,2022-07-27,Alta_Invierno,2,6,6,14
FLT000541,LIM,BOG,LIM,A320,2023-07-16,Alta_Invierno,2,4,7,14
FLT000542,SCL,GRU,SCL,A320,2024-04-17,Baja,2,4,4,9
FLT000543,SCL,BOG,SCL,A320,2022-09-06,Baja,2,6,6,3
FLT000544,SCL,JFK,SCL,B787,2024-01-26,Alta_Verano,2,8,7,3
FLT000545,SCL,MIA,SCL,B737,2024-11-27,Baja,2,4,7,2
FLT000546,SCL,MIA,SCL,B737,2022-12-12,Alta_Verano,2,4,5,12
FLT000547,SCL,EZE,SCL,B767,2023-10-17,Baja,2,7,7,10
FLT000548,LIM,BOG,LIM,B737,2022-01-17,Alta_Verano,2,6,4,4
FLT000549,SCL,EZE,SCL,B737,2023-06-15,Alta_Invierno,2,6,5,9
FLT000550,LIM,MIA,LIM,B737,2023-09-05,Baja,2,6,3,5
FLT000551,SCL,GRU,SCL,B737,2022-07-29,Alta_Invierno,2,5,4,3
FLT000552,LIM,GRU,LIM,A350,2023-11-23,Baja,2,11,7,14
FLT000553,SCL,MIA,SCL,A350,2022-07-03,Alta_Invierno,2,9,4,5
FLT000554,SCL,LIM,SCL,A320,2023-11-03,Baja,2,4,4,6
FLT000555,SCL,BOG,SCL,B767,2024-07-07,Alta_Invierno,2,7,3,5
FLT000556,BOG,MAD,BOG,A350,2024-12-26,Alta_Verano,2,8,6,2
FLT000557,SCL,JFK,SCL,A350,2024-11-02,Baja,2,10,8,5
FLT000558,GRU,MAD,GRU,B737,2023-09-29,Baja,2,5,4,7
FLT000559,LIM,MIA,LIM,A320,2024-03-14,Baja,2,5,8,5
FLT000560,LIM,GRU,LIM,A320,2023-06-24,Alta_Invierno,2,5,5,11
FLT000561,SCL,GRU,SCL,B737,2022-01-25,Alta_Verano,2,5,5,11
FLT000562,BOG,MIA,BOG,B737,2023-02-13,Alta_Verano,2,5,5,4
FLT000563,SCL,JFK,SCL,B767,2024-01-05,Alta_Verano,2,8,3,12
FLT000564,SCL,LIM,SCL,A320,2022-07-17,Alta_Invierno,2,6,8,2
FLT000565,SCL,JFK,SCL,B787,2024-06-10,Alta_Invierno,2,12,5,5
FLT000566,LIM,MIA,LIM,B767,2023-04-02,Baja,2,6,4,14
FLT000567,BOG,MAD,BOG,A320,2023-03-22,Baja,2,5,6,10
FLT000568,LIM,BOG,LIM,B737,2022-09-21,Baja,2,5,5,6
FLT000569,SCL,EZE,SCL,A350,2023-03-03,Baja,2,9,4,3
FLT000570,SCL,MAD,SCL,B787,2024-08-06,Alta_Invierno,2,12,4,4
FLT000571,GRU,MIA,GRU,A320,2022-10-06,Baja,2,6,3,13
FLT000572,GRU,MAD,GRU,B737,2024-11-20,Baja,2,5,6,3
FLT000573,SCL,BOG,SCL,B787,2023-07-22,Alta_Invierno,2,12,7,3
FLT000574,SCL,JFK,SCL,A320,2022-01-22,Alta_Verano,2,4,6,4
FLT000575,BOG,MAD,BOG,B737,2023-02-06,Alta_Verano,2,6,7,3
FLT000576,GRU,MIA,GRU,A350,2023-11-20,Baja,2,8,7,4
FLT000577,GRU,MAD,GRU,B737,2023-01-16,Alta_Verano,2,5,5,5
FLT000578,SCL,JFK,SCL,B767,2023-06-11,Alta_Invierno,2,6,7,3
FLT000579,GRU,MAD,GRU,A350,2024-07-21,Alta_Invierno,2,8,7,11
FLT000580,SCL,LIM,SCL,A320,2024-08-22,Alta_Invierno,2,4,6,12
FLT000581,EZE,GRU,EZE,B787,2023-06-29,Alta_Invierno,2,8,6,4
FLT000582,SCL,LIM,SCL,A320,2024-03-05,Baja,2,4,3,8
FLT000583,BOG,MIA,BOG,B787,2023-01-03,Alta_Verano,2,9,4,2
FLT000584,SCL,GRU,SCL,B737,2022-11-18,Baja,2,4,4,9
FLT000585,BOG,MIA,BOG,B737,2023-07-30,Alta_Invierno,2,4,4,3
FLT000586,LIM,MIA,LIM,A350,2022-12-25,Alta_Verano,2,8,3,3
FLT000587,SCL,LIM,SCL,B737,2023-07-04,Alta_Invierno,2,4,7,
FLT000588,GRU,MIA,GRU,B737,2022-09-08,Baja,2,6,7,3
FLT000589,GRU,MIA,GRU,B787,2022-04-24,Baja,2,11,4,5
FLT000590,LIM,BOG,LIM,B767,2022-03-18,Baja,2,6,7,5
FLT000591,LIM,GRU,LIM,A320,2022-10-29,Baja,2,6,8,10
FLT000592,BOG,MAD,BOG,B737,2023-06-18,Alta_Invierno,2,4,3,2
FLT000593,LIM,MIA,LIM,B737,2023-02-18,Alta_Verano,2,6,8,13
FLT000594,LIM,MIA,LIM,A320,2023-07-04,Alta_Invierno,2,6,4,7
FLT000595,BOG,MAD,BOG,A320,2024-09-17,Baja,2,4,8,14
FLT000596,SCL,EZE,SCL,B787,2022-05-13,Baja,2,8,6,5
FLT000597,SCL,MIA,SCL,A320,2023-02-20,Alta_Verano,2,6,4,4
FLT000598,SCL,MIA,SCL,A320,2024-10-21,Baja,2,4,7,12
FLT000599,LIM,GRU,LIM,B737,2022-01-22,Alta_Verano,2,4,8,6
FLT000600,EZE,GRU,EZE,B787,2022-07-28,Alta_Invierno,2,8,3,6
FLT000601,SCL,MAD,SCL,A320,2022-10-21,Baja,2,6,8,3
FLT000602,LIM,MIA,LIM,A320,2022-04-09,Baja,2,6,7,2
FLT000603,EZE,GRU,EZE,B767,2024-02-01,Alta_Verano,2,6,4,14
FLT000604,EZE,GRU,EZE,B767,2023-11-14,Baja,2,8,3,2
FLT000605,SCL,GRU,SCL,A350,2022-12-05,Alta_Verano,2,8,3,3
FLT000606,SCL,MAD,SCL,B787,2024-11-30,Baja,2,12,3,3
FLT000607,SCL,MAD,SCL,B787,2023-07-23,Alta_Invierno,2,9,5,2
FLT000608,SCL,MIA,SCL,B737,2023-12-21,Alta_Verano,2,6,6,4
FLT000609,BOG,MAD,BOG,B767,2023-06-16,Alta_Invierno,2,7,8,2
FLT000610,EZE,GRU,EZE,B737,2022-02-02,Alta_Verano,2,6,7,2
FLT000611,LIM,BOG,LIM,B737,2024-09-06,Baja,2,6,5,12
FLT000612,SCL,MAD,SCL,B767,2022-06-10,Alta_Invierno,2,7,6,2
FLT000613,GRU,MAD,GRU,B787,2023-07-07,Alta_Invierno,2,12,4,
FLT000614,EZE,GRU,EZE,B767,2023-12-09,Alta_Verano,2,6,4,2
FLT000615,SCL,JFK,SCL,A350,2022-07-14,Alta_Invierno,2,10,3,3
FLT000616,SCL,EZE,SCL,B767,2023-07-31,Alta_Invierno,2,8,7,12
FLT000617,SCL,BOG,SCL,A320,2024-07-15,Alta_Invierno,2,5,4,4
FLT000618,SCL,MIA,SCL,A320,2023-07-31,Alta_Invierno,2,5,3,4
FLT000619,GRU,MIA,GRU,B787,2024-08-24,Alta_Invierno,2,11,4,4
FLT000620,SCL,EZE,SCL,B737,2024-10-18,Baja,2,5,4,5
FLT000621,SCL,BOG,SCL,B737,2024-01-27,Alta_Verano,2,5,5,3
FLT000622,LIM,MIA,LIM,A320,2024-03-12,Baja,2,5,7,14
FLT000623,LIM,GRU,LIM,B787,2023-12-07,Alta_Verano,2,12,7,
FLT000624,GRU,MIA,GRU,A320,2022-01-26,Alta_Verano,2,6,6,13
FLT000625,EZE,GRU,EZE,B767,2022-01-03,Alta_Verano,2,6,3,5
FLT000626,LIM,MIA,LIM,B737,2022-01-02,Alta_Verano,2,5,3,4
FLT000627,SCL,LIM,SCL,A320,2022-12-09,Alta_Verano,2,6,3,4
FLT000628,GRU,MIA,GRU,B737,2023-10-14,Baja,2,6,3,14
FLT000629,BOG,MAD,BOG,B787,2023-04-07,Baja,2,11,5,2
FLT000630,SCL,GRU,SCL,A320,2022-07-12,Alta_Invierno,2,5,5,14
FLT000631,SCL,BOG,SCL,A320,2024-11-27,Baja,2,4,4,2
FLT000632,SCL,MIA,SCL,A320,2024-07-15,Alta_Invierno,2,5,8,12
FLT000633,EZE,GRU,EZE,B737,2023-04-22,Baja,2,5,8,2
FLT000634,SCL,GRU,SCL,B737,2023-07-25,Alta_Invierno,2,5,5,3
FLT000635,SCL,JFK,SCL,B737,2024-09-18,Baja,2,5,3,11
FLT000636,SCL,MIA,SCL,B787,2022-03-13,Baja,2,8,5,7
FLT000637,GRU,MIA,GRU,B737,2024-09-11,Baja,2,4,7,3
FLT000638,LIM,MIA,LIM,B767,2024-07-15,Alta_Invierno,2,7,5,3
FLT000639,LIM,BOG,LIM,B737,2022-07-05,Alta_Invierno,2,5,4,14
FLT000640,SCL,JFK,SCL,B767,2024-05-01,Baja,2,6,5,5
FLT000641,LIM,BOG,LIM,B767,2022-08-15,Alta_Invierno,2,8,6,10
FLT000642,SCL,MAD,SCL,B787,2024-07-26,Alta_Invierno,2,10,8,2
FLT000643,SCL,MAD,SCL,A320,2022-09-10,Baja,2,5,8,3
FLT000644,BOG,MIA,BOG,B737,2022-01-25,Alta_Verano,2,6,6,5
FLT000645,SCL,MAD,SCL,B787,2022-07-28,Alta_Invierno,2,11,3,8
FLT000646,SCL,JFK,SCL,B737,2024-01-16,Alta_Verano,2,5,7,14
FLT000647,LIM,BOG,LIM,B737,2022-07-31,Alta_Invierno,2,4,5,12
FLT000648,LIM,GRU,LIM,B737,2022-12-25,Alta_Verano,2,6,3,2
